"Pujol 2002, No. 10-3-3N"	
-11.50	-9.277
-11.54	-9.277
-11.54	-9.321
-11.50	-9.277
-11.58	-9.343
-11.52	-9.343
-11.53	-9.299
-11.53	-9.299
-11.56	-9.254
-11.51	-9.254
-11.57	-9.277
-11.51	-9.232
-11.52	-9.254
-11.49	-9.143
-11.49	-9.121
-11.54	-9.076
-11.52	-9.121
-11.50	-9.098
-11.50	-9.031
-11.53	-9.009
-11.48	-9.054
-11.45	-9.009
-11.56	-9.054
-11.49	-10.681
-11.47	-10.636
-11.50	-10.636
-11.50	-10.636
-11.54	-10.614
-11.50	-10.614
-11.44	-10.569
-11.51	-10.614
-11.48	-10.614
-11.45	-10.591
-10.90	-5.265
-10.89	-5.265
-10.88	-5.243
-10.91	-5.243
-10.90	-5.265
-9.44	-0.139
-9.44	-0.139
-9.44	-0.139
-9.45	-0.161
-9.44	-0.117
-9.35	0.195
-9.35	0.195
-9.36	0.173
-9.35	0.195
-9.36	0.173
-8.83	2.023
-8.85	2.023
-8.85	2.023
-8.89	2.023
-8.85	2.045
-8.83	1.376
-8.86	1.354
-8.91	1.310
-8.85	1.376
-8.83	1.310
-8.90	1.131
-8.92	1.131
-8.90	1.131
-8.85	1.176
-8.98	1.131
-8.94	1.020
-8.93	1.109
-8.94	1.042
-8.96	1.064
-8.89	1.064
-8.96	1.020
-8.94	1.042
-8.88	1.020
-9.02	1.087
-8.92	1.042
-8.93	0.975
-8.97	0.975
-8.93	1.064
-8.95	0.998
-8.98	0.998
-8.92	1.532
-8.91	1.555
-8.97	1.510
-8.92	1.532
-8.88	1.577
-7.81	3.360
-7.81	3.338
-7.83	3.382
-7.83	3.315
-7.82	3.338
-7.59	3.583
-7.56	3.538
-7.59	3.561
-7.58	3.561
-7.56	3.561
-7.52	3.538
-7.52	3.516
-7.49	3.538
-7.53	3.583
-7.49	3.516
-7.43	3.627
-7.36	3.627
-7.42	3.627
-7.39	3.605
-7.43	3.650
-7.24	3.627
-7.31	3.627
-7.30	3.650
-7.29	3.650
-7.26	3.627
-7.06	3.697
-7.05	3.741
-7.09	3.697
-7.07	3.719
-7.01	3.719
-7.12	2.114
-7.15	2.114
-7.15	2.137
-7.15	2.114
-7.12	2.137
-6.56	4.700
-6.56	4.677
-6.48	4.700
-6.57	4.655
-6.50	4.655
-4.54	8.667
-4.57	8.644
-4.53	8.622
-4.50	8.644
-4.52	8.667
-2.96	12.656
-2.97	12.656
-2.92	12.678
-3.05	12.678
-2.98	12.678
-1.70	17.804
-1.59	17.737
-1.64	17.760
-1.63	17.715
-1.60	17.737
-0.39	22.484
-0.45	22.440
-0.41	22.440
-0.38	22.395
-0.44	22.440
-0.38	20.924
-0.43	20.857
-0.36	20.880
-0.41	20.857
-0.34	20.880
-0.39	20.880
-0.40	20.857
-0.37	20.857
-0.35	20.835
-0.47	20.857
-0.37	20.701
-0.35	20.612
-0.39	20.679
-0.43	20.701
-0.41	20.679
-0.40	20.300
-0.34	20.323
-0.40	20.300
-0.37	20.256
-0.38	20.278
0.55	26.050
0.57	26.073
0.50	26.050
0.56	26.050
0.53	26.073
0.53	25.471
0.54	25.471
0.53	25.448
0.56	25.471
0.55	25.404
1.86	31.622
1.74	31.666
1.85	31.644
1.83	31.600
1.81	31.622
2.66	35.299
2.60	35.255
2.66	35.277
2.68	35.232
2.68	35.210
2.67	33.784
2.68	33.784
2.66	33.761
2.72	33.784
2.69	33.784
3.62	39.600
3.65	39.600
3.66	39.623
3.68	39.600
3.60	39.534
4.80	44.749
4.82	44.726
4.81	44.704
4.77	44.682
4.82	44.637
4.87	42.609
4.82	42.520
4.89	42.542
4.83	42.565
4.83	42.565
4.85	42.119
4.90	42.097
4.84	42.163
4.82	42.119
4.91	42.163
4.87	41.896
4.85	41.941
4.89	41.896
4.86	41.918
4.80	41.918
5.76	48.872
5.78	48.849
5.73	48.872
5.77	48.849
5.69	48.849
6.86	54.354
6.94	54.310
6.88	54.287
6.89	54.265
6.83	54.198
7.58	57.474
7.60	57.452
7.57	57.430
7.59	57.430
7.58	57.407
8.54	61.976
8.52	61.976
8.55	61.909
8.46	61.909
8.53	61.842
9.62	66.701
9.59	66.656
9.55	66.634
9.63	66.612
9.56	66.590
9.65	64.294
9.59	64.249
9.72	64.249
9.60	64.316
9.64	64.249
9.64	63.737
9.61	63.759
9.73	63.715
9.63	63.737
9.69	63.759
9.64	63.559
9.68	63.559
9.59	63.559
9.69	63.581
9.66	63.603
9.75	60.924
9.62	60.902
9.74	60.947
9.71	60.902
9.70	60.924
9.71	60.969
9.69	60.969
9.66	60.969
9.73	60.991
9.71	60.991
10.68	71.354
10.75	71.377
10.68	71.332
10.72	71.310
10.73	71.310
10.71	68.569
10.79	68.658
10.74	68.591
10.77	68.613
10.77	68.635
11.16	71.912
11.12	71.912
11.07	71.912
11.14	71.934
11.16	71.889
11.13	71.087
11.18	71.087
11.10	71.109
11.11	71.087
11.16	71.087
11.70	75.455
11.69	75.477
11.64	75.433
11.68	75.411
11.71	75.433
12.57	79.110
12.55	79.132
12.61	79.088
12.51	79.088
12.61	79.110
13.43	82.208
13.42	82.208
13.39	82.186
13.35	82.186
13.36	82.141
13.48	79.712
13.45	79.667
13.46	79.712
13.38	79.667
13.51	79.690
13.36	79.600
13.47	79.556
13.50	79.578
13.46	79.556
13.46	79.534
14.14	85.462
14.17	85.462
14.15	85.462
14.19	85.417
14.12	85.395
15.00	88.537
14.91	88.582
14.96	88.537
14.97	88.537
14.94	88.515
14.98	86.286
15.03	86.309
15.02	86.286
14.95	86.309
15.08	86.264
15.03	85.172
15.03	85.172
14.99	85.172
15.05	85.194
15.05	85.172
15.07	84.927
15.02	84.927
15.04	84.905
15.04	84.927
15.00	84.905
15.52	89.496
15.45	89.473
15.55	89.473
15.43	89.429
15.50	89.473
16.10	92.393
16.23	92.371
16.12	92.348
16.19	92.371
16.13	92.304
16.68	94.109
16.69	94.109
16.66	94.064
16.63	94.042
16.70	94.042
16.66	91.702
16.70	91.702
16.78	91.724
16.69	91.747
16.74	91.724
17.33	95.246
17.41	95.223
17.35	95.201
17.39	95.179
17.30	95.201
17.83	96.939
17.86	96.895
17.84	96.850
17.82	96.873
17.86	96.895
17.87	95.825
17.88	95.847
17.83	95.825
17.84	95.825
17.88	95.847
17.91	94.466
17.83	94.466
17.90	94.510
17.94	94.421
17.88	94.443
17.88	93.730
17.94	93.708
17.87	93.708
17.90	93.730
17.93	93.752
18.38	98.232
18.25	98.277
18.30	98.210
18.39	98.210
18.34	98.210
18.87	99.904
18.88	99.837
18.89	99.814
18.90	99.770
18.88	99.792
18.91	96.917
18.98	96.895
18.92	96.917
19.01	96.895
18.88	96.873
19.52	100.550
19.46	100.416
19.50	100.438
19.52	100.483
19.46	100.416
19.84	101.152
19.83	101.129
19.85	101.107
19.86	101.107
19.85	101.107
20.39	102.600
20.47	102.578
20.41	102.556
20.44	102.489
20.50	102.533
20.41	101.241
20.51	101.174
20.46	101.218
20.53	101.218
20.46	101.218
20.80	103.603
20.92	103.625
20.87	103.559
20.93	103.581
20.86	103.514
20.88	102.355
20.95	102.377
20.88	102.333
20.97	102.355
20.87	102.400
21.00	99.881
20.93	99.814
21.01	99.859
20.99	99.904
20.99	99.814
21.08	95.267
20.99	95.267
21.08	95.267
21.03	95.312
21.10	95.334
21.08	95.200
21.03	95.156
21.10	95.200
21.00	95.133
21.08	95.133
20.80	88.670
20.68	88.693
20.77	88.670
20.72	88.693
20.75	88.693
20.74	88.893
20.73	88.893
20.76	88.893
20.75	88.871
20.74	88.849
20.17	78.329
20.03	78.307
20.15	78.352
20.08	78.374
20.13	78.307
19.75	73.159
19.77	73.159
19.67	73.203
19.77	73.181
19.75	73.181
19.30	68.077
19.37	68.055
19.39	68.055
19.37	68.122
19.35	68.077
19.31	68.947
19.40	68.947
19.28	68.969
19.45	68.924
19.31	68.947
19.31	69.192
19.39	69.192
19.34	69.192
19.34	69.169
19.38	69.214
18.68	59.609
18.64	59.586
18.70	59.609
18.59	59.609
18.71	59.609
18.35	56.578
18.39	56.555
18.36	56.555
18.39	56.578
18.32	56.578
17.74	49.067
17.76	49.067
17.78	49.089
17.76	49.089
17.74	49.045
17.40	44.944
17.38	44.989
17.37	45.011
17.36	45.011
17.37	45.033
17.31	46.147
17.39	46.170
17.33	46.192
17.37	46.147
17.34	46.125
17.39	46.326
17.35	46.348
17.33	46.326
17.36	46.326
17.38	46.303
17.30	47.041
17.37	46.996
17.30	46.996
17.40	47.041
17.28	47.018
16.55	37.613
16.62	37.636
16.62	37.680
16.60	37.636
16.66	37.680
16.21	33.825
16.27	33.802
16.23	33.802
16.20	33.802
16.27	33.780
15.53	26.894
15.54	26.871
15.50	26.894
15.54	26.916
15.42	26.894
15.53	27.874
15.42	27.830
15.45	27.874
15.53	27.919
15.45	27.896
14.96	22.503
15.02	22.458
14.99	22.525
14.98	22.570
14.97	22.525
14.95	23.640
14.90	23.662
15.01	23.640
14.92	23.662
14.89	23.640
14.96	23.707
14.94	23.751
14.92	23.729
14.90	23.707
14.99	23.729
14.36	18.714
14.48	18.714
14.43	18.737
14.45	18.737
14.46	18.714
13.85	14.480
13.80	14.502
13.84	14.458
13.86	14.458
13.85	14.502
13.18	9.889
13.16	9.911
13.24	9.911
13.13	9.911
13.16	9.867
12.39	4.874
12.27	4.919
12.39	4.919
12.33	4.941
12.37	4.919
12.28	5.610
12.33	5.610
12.36	5.654
12.33	5.632
12.39	5.588
11.78	2.378
11.84	2.378
11.80	2.401
11.89	2.445
11.79	2.401
11.81	3.047
11.81	3.069
11.83	3.069
11.79	3.136
11.77	3.047
11.80	3.981
11.81	3.981
11.77	4.025
11.81	3.981
11.73	3.981
11.78	4.070
11.75	4.092
11.77	4.070
11.77	4.070
11.79	4.092
10.53	0.459
10.54	0.482
10.54	0.482
10.54	0.482
10.54	0.482
8.11	-6.494
8.01	-6.516
8.05	-6.494
8.06	-6.494
8.04	-6.494
8.04	-6.026
8.11	-6.048
7.99	-6.048
8.04	-6.048
8.10	-6.048
8.08	-5.937
8.02	-5.959
8.00	-5.937
8.11	-5.981
8.04	-5.937
5.59	-10.974
5.58	-10.974
5.55	-10.996
5.58	-10.974
5.52	-10.951
5.54	-10.127
5.57	-10.171
5.55	-10.104
5.55	-10.149
5.55	-10.149
5.56	-10.060
5.58	-10.060
5.48	-10.060
5.56	-10.060
5.58	-10.060
3.57	-15.676
3.57	-15.676
3.55	-15.632
3.54	-15.676
3.61	-15.676
1.99	-21.025
2.01	-21.025
1.97	-21.025
1.95	-20.980
1.97	-20.980
1.61	-22.407
1.58	-22.384
1.56	-22.384
1.57	-22.362
1.63	-22.340
1.54	-21.337
1.54	-21.337
1.60	-21.315
1.56	-21.270
1.55	-21.337
1.54	-21.225
1.53	-21.225
1.58	-21.203
1.59	-21.203
1.56	-21.159
0.42	-27.198
0.44	-27.198
0.40	-27.221
0.40	-27.176
0.43	-27.176
-0.38	-30.586
-0.45	-30.519
-0.44	-30.541
-0.38	-30.541
-0.45	-30.497
-1.66	-35.935
-1.62	-35.912
-1.58	-35.912
-1.68	-35.890
-1.65	-35.890
-2.53	-40.191
-2.62	-40.191
-2.55	-40.214
-2.57	-40.147
-2.65	-40.147
-3.64	-44.649
-3.60	-44.649
-3.60	-44.649
-3.61	-44.649
-3.62	-44.626
-3.67	-43.066
-3.62	-43.111
-3.64	-43.066
-3.65	-43.089
-3.65	-43.066
-3.66	-42.754
-3.66	-42.799
-3.66	-42.732
-3.63	-42.799
-3.66	-42.777
-4.72	-49.596
-4.70	-49.552
-4.66	-49.596
-4.72	-49.574
-4.63	-49.507
-4.72	-47.813
-4.69	-47.836
-4.75	-47.769
-4.74	-47.813
-4.70	-47.791
-5.58	-53.608
-5.60	-53.563
-5.59	-53.563
-5.52	-53.563
-5.64	-53.563
-6.49	-57.909
-6.50	-57.954
-6.55	-57.909
-6.50	-57.887
-6.59	-57.842
-7.35	-61.809
-7.36	-61.787
-7.31	-61.787
-7.37	-61.787
-7.37	-61.787
-8.12	-65.420
-8.11	-65.375
-8.16	-65.353
-8.18	-65.375
-8.12	-65.375
-8.16	-63.258
-8.14	-63.325
-8.21	-63.258
-8.21	-63.258
-8.15	-63.303
-9.24	-70.769
-9.24	-70.791
-9.24	-70.769
-9.19	-70.746
-9.27	-70.769
-9.28	-68.674
-9.28	-68.674
-9.30	-68.696
-9.20	-68.674
-9.31	-68.674
-10.19	-75.605
-10.24	-75.560
-10.21	-75.516
-10.20	-75.560
-10.23	-75.538
-10.22	-72.953
-10.28	-72.975
-10.28	-72.975
-10.25	-72.953
-10.27	-72.953
-10.26	-72.908
-10.21	-72.975
-10.29	-72.953
-10.29	-72.908
-10.26	-72.908
-11.13	-80.107
-11.11	-80.017
-11.07	-80.062
-11.16	-79.973
-11.16	-79.973
-11.16	-76.362
-11.19	-76.407
-11.15	-76.407
-11.16	-76.407
-11.22	-76.429
-11.24	-76.340
-11.15	-76.362
-11.21	-76.318
-11.17	-76.318
-11.15	-76.318
-11.76	-81.956
-11.82	-81.956
-11.73	-81.934
-11.78	-81.934
-11.76	-81.912
-12.42	-85.121
-12.41	-85.121
-12.41	-85.121
-12.45	-85.099
-12.43	-85.054
-13.15	-88.420
-13.16	-88.464
-13.23	-88.397
-13.17	-88.420
-13.13	-88.375
-13.24	-85.589
-13.24	-85.545
-13.17	-85.567
-13.27	-85.567
-13.26	-85.567
-13.20	-85.188
-13.26	-85.210
-13.26	-85.188
-13.22	-85.166
-13.22	-85.188
-13.26	-84.497
-13.21	-84.452
-13.30	-84.452
-13.27	-84.497
-13.21	-84.452
-13.23	-84.230
-13.21	-84.230
-13.29	-84.207
-13.27	-84.230
-13.22	-84.230
-13.27	-83.984
-13.25	-83.984
-13.24	-83.962
-13.22	-83.984
-13.29	-83.984
-13.79	-89.957
-13.87	-90.002
-13.80	-89.957
-13.80	-89.957
-13.83	-89.935
-14.29	-91.874
-14.27	-91.852
-14.27	-91.807
-14.28	-91.874
-14.27	-91.852
-14.37	-89.935
-14.31	-89.913
-14.27	-89.935
-14.36	-89.913
-14.28	-89.890
-14.85	-93.345
-14.91	-93.345
-14.89	-93.345
-14.86	-93.367
-14.92	-93.367
-15.18	-94.972
-15.20	-94.949
-15.12	-94.949
-15.17	-94.949
-15.13	-94.972
-15.19	-93.947
-15.15	-93.991
-15.19	-93.947
-15.20	-93.969
-15.14	-93.947
-15.19	-92.788
-15.19	-92.788
-15.22	-92.765
-15.22	-92.788
-15.19	-92.765
-15.24	-91.228
-15.23	-91.205
-15.23	-91.228
-15.22	-91.205
-15.23	-91.205
-15.24	-91.116
-15.22	-91.094
-15.27	-91.094
-15.25	-91.138
-15.22	-91.138
-15.68	-95.663
-15.70	-95.663
-15.64	-95.640
-15.67	-95.640
-15.64	-95.618
-16.38	-98.359
-16.33	-98.382
-16.39	-98.337
-16.43	-98.270
-16.34	-98.315
-16.45	-95.975
-16.40	-95.997
-16.37	-96.019
-16.48	-95.975
-16.46	-95.975
-17.07	-100.410
-17.09	-100.343
-17.07	-100.343
-17.09	-100.298
-17.09	-100.298
-17.59	-101.925
-17.55	-101.947
-17.57	-101.881
-17.64	-101.903
-17.55	-101.858
-17.61	-98.560
-17.65	-98.515
-17.64	-98.560
-17.64	-98.560
-17.66	-98.582
-17.64	-97.869
-17.66	-97.869
-17.66	-97.824
-17.65	-97.869
-17.68	-97.869
-17.65	-97.579
-17.68	-97.579
-17.64	-97.579
-17.63	-97.624
-17.65	-97.579
-18.11	-102.081
-18.17	-102.037
-18.12	-102.037
-18.11	-102.081
-18.18	-102.037
-18.66	-104.042
-18.67	-104.065
-18.61	-103.976
-18.65	-103.998
-18.68	-103.976
-18.78	-100.588
-18.69	-100.588
-18.68	-100.588
-18.72	-100.588
-18.68	-100.566
-19.31	-103.262
-19.28	-103.218
-19.30	-103.240
-19.29	-103.218
-19.23	-103.218
-19.95	-106.048
-19.96	-106.026
-19.90	-106.070
-19.96	-106.026
-19.93	-106.026
-19.95	-104.421
-19.94	-104.444
-19.92	-104.399
-19.97	-104.444
-19.97	-104.421
-20.06	-99.893
-19.98	-99.871
-20.04	-99.893
-20.08	-99.893
-20.04	-99.915
-20.07	-99.692
-20.04	-99.670
-20.04	-99.692
-20.00	-99.670
-20.05	-99.670
-19.91	-94.188
-19.90	-94.165
-19.85	-94.188
-19.87	-94.143
-19.87	-94.165
-19.51	-87.346
-19.51	-87.346
-19.52	-87.323
-19.52	-87.346
-19.49	-87.323
-19.51	-87.702
-19.50	-87.702
-19.50	-87.724
-19.54	-87.747
-19.51	-87.724
-19.52	-88.148
-19.50	-88.148
-19.51	-88.148
-19.48	-88.170
-19.47	-88.170
-19.17	-82.353
-19.08	-82.309
-19.16	-82.331
-19.18	-82.353
-19.13	-82.331
-18.95	-78.944
-18.90	-78.944
-18.92	-78.944
-18.95	-78.966
-18.91	-78.944
-18.50	-72.837
-18.45	-72.837
-18.44	-72.837
-18.53	-72.837
-18.48	-72.859
-18.48	-73.951
-18.42	-73.929
-18.41	-73.951
-18.41	-73.929
-18.37	-73.996
-17.95	-66.886
-17.96	-66.931
-17.95	-66.931
-17.98	-66.909
-17.99	-66.909
-17.97	-67.644
-18.01	-67.644
-17.94	-67.622
-17.94	-67.600
-17.96	-67.644
-17.34	-60.379
-17.36	-60.423
-17.37	-60.357
-17.39	-60.379
-17.38	-60.267
-17.34	-61.226
-17.38	-61.248
-17.31	-61.270
-17.33	-61.270
-17.37	-61.226
-17.05	-57.014
-17.05	-57.036
-17.05	-57.058
-17.07	-57.080
-17.07	-57.014
-16.37	-49.302
-16.31	-49.280
-16.36	-49.347
-16.34	-49.325
-16.27	-49.369
-16.33	-50.417
-16.35	-50.417
-16.32	-50.461
-16.32	-50.372
-16.32	-50.439
-15.84	-44.132
-15.84	-44.132
-15.84	-44.132
-15.86	-44.176
-15.82	-44.176
-15.80	-44.555
-15.82	-44.555
-15.82	-44.555
-15.76	-44.578
-15.84	-44.533
-15.81	-45.714
-15.78	-45.714
-15.84	-45.714
-15.79	-45.714
-15.79	-45.714
-15.85	-45.670
-15.78	-45.714
-15.81	-45.714
-15.84	-45.692
-15.78	-45.670
-15.37	-40.165
-15.31	-40.165
-15.38	-40.187
-15.36	-40.209
-15.33	-40.209
-14.92	-36.020
-14.98	-35.953
-14.95	-36.064
-14.93	-35.997
-14.94	-36.042
-14.37	-31.027
-14.39	-31.117
-14.45	-31.050
-14.40	-31.094
-14.35	-31.094
-14.36	-31.763
-14.42	-31.741
-14.34	-31.785
-14.38	-31.763
-14.42	-31.741
-13.85	-26.191
-13.81	-26.191
-13.79	-26.191
-13.88	-26.236
-13.82	-26.236
-13.24	-21.734
-13.21	-21.734
-13.30	-21.734
-13.28	-21.756
-13.21	-21.734
-13.22	-22.536
-13.23	-22.536
-13.24	-22.536
-13.20	-22.469
-13.26	-22.536
-13.21	-22.826
-13.18	-22.804
-13.28	-22.826
-13.27	-22.804
-13.20	-22.781
-13.24	-23.294
-13.21	-23.294
-13.20	-23.272
-13.27	-23.294
-13.23	-23.294
-12.52	-16.809
-12.52	-16.831
-12.51	-16.809
-12.52	-16.809
-12.56	-16.786
-12.09	-13.733
-12.05	-13.733
-12.06	-13.688
-12.05	-13.755
-12.02	-13.755
-12.04	-14.223
-12.04	-14.201
-12.07	-14.223
-12.04	-14.156
-12.04	-14.246
-11.51	-10.591
-11.51	-10.613
-11.49	-10.635
-11.52	-10.591
-11.55	-10.635
-11.49	-11.393
-11.50	-11.415
-11.50	-11.437
-11.50	-11.460
-11.53	-11.460
-10.72	-6.579
-10.69	-6.579
-10.68	-6.601
-10.70	-6.579
-10.69	-6.601
-10.69	-6.958
-10.67	-6.958
-10.71	-6.936
-10.69	-6.936
-10.71	-6.913
-10.66	-7.337
-10.69	-7.314
-10.71	-7.314
-10.68	-7.337
-10.66	-7.292
-10.65	-7.337
-10.65	-7.337
-10.71	-7.314
-10.71	-7.314
-10.69	-7.314
-5.20	2.808
-5.19	2.808
-5.17	2.808
-5.13	2.808
-5.16	2.808
-5.17	2.808
-5.20	2.830
-5.16	2.786
-5.17	2.808
-5.19	2.830
-5.10	2.808
-5.17	2.830
-5.20	2.852
-5.18	2.830
-5.17	2.852
-5.16	2.784
-5.19	2.806
-5.15	2.806
-5.16	2.806
-5.11	2.762
-5.10	2.116
-5.06	2.138
-5.12	2.116
-5.11	2.093
-5.16	2.116
-5.21	1.960
-5.22	1.915
-5.21	1.915
-5.21	1.937
-5.17	1.937
-5.25	1.915
-5.20	1.937
-5.21	1.937
-5.17	1.937
-5.20	1.937
-5.22	1.982
-5.16	1.937
-5.19	1.960
-5.19	1.982
-5.17	1.937
-4.47	4.300
-4.47	4.322
-4.43	4.300
-4.46	4.322
-4.44	4.300
-2.38	9.270
-2.40	9.270
-2.39	9.247
-2.40	9.247
-2.41	9.247
-1.03	14.017
-1.01	14.017
-1.08	13.950
-1.06	13.972
-1.07	13.972
0.09	18.697
0.12	18.697
0.19	18.741
0.14	18.719
0.13	18.697
1.22	22.998
1.19	22.998
1.21	22.976
1.18	22.954
1.20	22.998
1.18	21.371
1.16	21.393
1.19	21.393
1.25	21.393
1.30	21.327
1.22	21.193
1.21	21.148
1.24	21.215
1.27	21.193
1.24	21.193
2.16	27.166
2.21	27.188
2.23	27.143
2.21	27.143
2.20	27.121
3.21	31.422
3.18	31.356
3.16	31.378
3.19	31.356
3.20	31.333
4.38	36.571
4.38	36.571
4.34	36.548
4.40	36.548
4.42	36.481
4.46	34.453
4.44	34.431
4.40	34.453
4.34	34.431
4.37	34.431
5.41	40.627
5.33	40.604
5.35	40.538
5.28	40.582
5.31	40.538
6.20	44.170
6.14	44.148
6.15	44.126
6.09	44.148
6.09	44.126
6.15	42.945
6.15	42.900
6.14	42.922
6.15	42.922
6.17	42.900
6.15	41.808
6.20	41.808
6.18	41.763
6.21	41.830
6.17	41.808
7.18	49.408
7.11	49.363
7.16	49.363
7.17	49.341
7.25	49.341
8.16	53.865
8.18	53.865
8.10	53.865
8.12	53.776
8.10	53.843
9.12	58.768
9.11	58.723
9.12	58.723
9.12	58.679
9.11	58.657
9.06	56.562
9.09	56.562
9.13	56.562
9.18	56.539
9.20	56.584
9.94	61.910
9.93	61.910
9.96	61.866
10.00	61.888
10.01	61.866
11.05	67.081
11.07	67.081
11.05	67.014
11.09	66.992
11.08	66.970
11.14	65.053
11.14	65.008
11.16	65.008
11.08	65.008
11.05	65.008
11.16	62.111
11.12	62.088
11.17	62.088
11.20	62.066
11.20	62.088
12.01	71.271
11.96	71.248
11.98	71.226
12.03	71.226
12.11	71.181
12.92	75.394
12.95	75.349
12.97	75.327
12.94	75.282
12.91	75.260
13.94	79.093
13.95	79.049
13.93	79.049
13.97	79.049
14.02	79.004
15.20	84.063
15.23	84.085
15.26	84.041
15.19	84.018
15.14	83.996
15.24	81.322
15.25	81.322
15.29	81.300
15.26	81.322
15.23	81.322
16.59	88.922
16.52	88.899
16.50	88.855
16.46	88.855
16.51	88.832
16.64	86.002
16.57	86.002
16.57	85.980
16.64	85.980
16.65	86.002
16.65	85.467
16.68	85.445
16.63	85.423
16.59	85.445
16.60	85.489
17.01	90.014
17.06	89.969
17.03	89.969
17.09	89.969
17.07	89.947
17.60	91.953
17.65	91.975
17.69	91.908
17.69	91.953
17.67	91.908
18.15	93.446
18.16	93.446
18.08	93.468
18.09	93.401
18.16	93.401
18.18	91.640
18.26	91.596
18.23	91.596
18.21	91.618
18.14	91.640
18.22	90.660
18.25	90.638
18.21	90.638
18.20	90.638
18.18	90.638
18.14	89.613
18.14	89.635
18.22	89.568
18.27	89.635
18.30	89.591
18.75	94.583
18.71	94.583
18.67	94.538
18.65	94.538
18.72	94.538
19.11	95.653
19.18	95.630
19.17	95.630
19.18	95.563
19.19	95.608
19.61	96.455
19.57	96.455
19.49	96.410
19.46	96.433
19.56	96.366
19.65	94.137
19.66	94.137
19.60	94.093
19.60	94.093
19.62	94.115
19.68	93.558
19.69	93.558
19.67	93.535
19.68	93.558
19.66	93.558
20.06	97.235
20.10	97.190
20.10	97.213
20.14	97.213
20.12	97.146
20.84	98.060
20.73	98.037
20.70	98.037
20.65	97.993
20.71	98.015
20.98	98.528
21.04	98.505
21.06	98.505
21.14	98.505
21.09	98.505
21.12	96.834
21.08	96.834
21.14	96.856
21.13	96.856
21.16	96.834
21.14	96.143
21.24	96.121
21.21	96.143
21.18	96.121
21.07	96.098
21.18	91.816
21.18	91.883
21.22	91.839
21.27	91.839
21.30	91.883
21.27	91.660
21.26	91.638
21.20	91.616
21.16	91.616
21.18	91.660
21.03	86.958
21.01	87.025
21.04	87.002
21.12	87.002
21.10	87.025
20.75	80.606
20.67	80.606
20.66	80.628
20.69	80.606
20.73	80.584
20.34	74.232
20.37	74.254
20.29	74.277
20.23	74.299
20.20	74.277
19.53	64.337
19.51	64.315
19.55	64.292
19.64	64.292
19.63	64.315
19.51	66.053
19.59	66.053
19.59	66.008
19.61	66.098
19.58	66.031
19.57	66.387
19.64	66.476
19.52	66.410
19.52	66.387
19.53	66.432
19.04	57.450
19.00	57.428
18.97	57.428
18.94	57.428
18.93	57.450
18.41	50.475
18.31	50.452
18.31	50.475
18.29	50.475
18.36	50.475
17.78	44.524
17.85	44.502
17.86	44.502
17.88	44.502
17.85	44.524
17.93	45.014
17.87	44.992
17.86	44.992
17.75	45.037
17.76	44.992
17.82	45.260
17.79	45.282
17.83	45.237
17.83	45.260
17.88	45.237
17.80	45.731
17.80	45.709
17.78	45.709
17.82	45.731
17.80	45.709
17.82	46.244
17.85	46.221
17.84	46.199
17.77	46.221
17.74	46.244
17.20	38.332
17.17	38.354
17.24	38.332
17.28	38.354
17.31	38.287
16.79	33.273
16.79	33.250
16.80	33.295
16.81	33.295
16.74	33.295
16.21	28.771
16.27	28.793
16.30	28.793
16.33	28.771
16.19	28.815
15.46	21.907
15.39	21.884
15.41	21.973
15.40	21.884
15.45	21.907
15.43	23.511
15.45	23.489
15.42	23.467
15.35	23.489
15.36	23.511
15.40	24.068
15.43	24.113
15.38	24.113
15.40	24.091
15.43	24.068
14.87	17.093
14.85	17.070
14.77	17.093
14.81	17.070
14.89	17.093
14.84	18.140
14.92	18.140
14.86	18.207
14.82	18.185
14.82	18.185
14.58	15.488
14.62	15.488
14.66	15.510
14.64	15.488
14.62	15.510
14.13	11.276
14.13	11.298
14.14	11.320
14.04	11.320
14.01	11.343
14.04	12.145
14.11	12.145
14.12	12.167
14.10	12.145
14.03	12.190
13.67	8.490
13.59	8.512
13.58	8.468
13.61	8.490
13.63	8.535
13.49	8.133
13.56	8.110
13.52	8.110
13.54	8.133
13.53	8.110
13.58	8.155
13.54	8.133
13.54	8.133
13.43	8.133
13.51	8.110
13.56	8.110
13.58	8.133
13.52	8.110
13.53	8.110
13.54	8.133
13.15	4.077
13.24	4.077
13.17	4.099
13.18	4.032
13.15	4.099
12.61	1.291
12.68	1.291
12.62	1.268
12.58	1.291
12.57	1.291
12.56	1.469
12.56	1.447
12.57	1.469
12.50	1.469
12.55	1.424
12.59	1.558
12.53	1.536
12.59	1.514
12.60	1.536
12.62	1.536
12.55	1.762
12.51	1.762
12.52	1.762
12.59	1.785
12.55	1.807
12.62	3.835
12.65	3.835
12.67	3.857
12.58	3.835
12.59	3.835
12.68	3.924
12.67	3.902
12.71	3.880
12.66	3.880
12.61	3.946
12.55	1.339
12.52	1.339
12.51	1.383
12.52	1.317
12.57	1.361
12.56	2.966
12.53	2.988
12.50	2.966
12.53	2.899
12.57	2.988
12.55	3.055
12.56	3.122
12.56	3.077
12.59	3.055
12.52	3.077
12.41	3.298
12.42	3.298
12.37	3.298
12.32	3.276
12.33	3.298
12.29	2.451
12.30	2.451
12.31	2.407
12.38	2.451
12.38	2.429
