"Aboutaha and Machado, Test ORC2"	
10275	
-6.043016	-104.8562624
-5.4656007	-94.0253824
-5.0348712	-84.3398624
-4.6641329	-75.631568
-4.3766141	-67.7648352
-4.0803161	-60.8081632
-3.7752389	-54.592528
-3.4866227	-49.2024416
-3.224527	-44.31760352
-2.977612	-39.24746176
-2.6006551	-30.89264992
-2.3654457	-25.88985088
-2.2333919	-22.58832288
-2.1262125	-20.33118528
-2.0437246	-18.5961984
-2.0239714	-17.1139024
-1.9327043	-15.59793504
-1.8525941	-13.2396944
-1.4482022	-5.89555712
-0.7217234	7.495760704
0.18650313	20.46594634
1.02619703	33.14978307
1.85389269	47.09693632
2.79301103	62.93070432
3.71179089	79.75824448
4.78771843	99.11247104
6.0911187	120.6059187
7.43793943	141.9983078
7.62852123	142.9584531
7.53491301	139.6063958
7.49544319	139.5558666
7.50919727	139.3705629
7.50478938	139.2863622
7.49968647	139.2526909
7.54168031	136.1869958
7.05419694	126.3667014
6.5781814	117.5234102
6.06706735	109.5728326
5.59988588	102.1781661
5.1488179	95.23826304
4.84291765	88.88789792
4.49451144	83.02605664
4.08785158	77.55163616
3.83073076	72.51516576
3.60998875	67.89978752
3.35809887	63.58762944
3.1191766	59.64603424
2.8647627	55.77182624
2.47648429	50.28054784
2.18441128	44.890328
1.63591247	36.60288112
1.12756021	30.79156912
0.72175998	26.47940214
0.3989049	22.84100931
0.14685041	19.79217219
0.01110203	17.09706672
-0.1523557	14.68831904
-0.2714236	12.59961386
-0.3829926	10.84779574
-0.5232769	9.416020128
-0.6174704	8.236913152
-0.7030676	7.0409616
-0.7519019	5.575496832
-0.9428495	3.705766688
-1.1471488	0.606400288
-1.6137267	-5.60919488
-2.2269904	-18.69730144
-2.9770633	-36.13123744
-3.7628017	-57.3889856
-4.7118698	-80.095136
-5.6565483	-102.8181888
-6.9165464	-124.9518816
-7.7106982	-140.8023296
-7.762276	-140.8699392
-7.6475977	-138.3092256
-7.6638758	-138.2923232
-7.6539992	-138.2251584
-7.6602178	-138.1410912
-7.6677167	-138.1410912
-7.6461345	-138.0232192
-7.6644245	-138.0063168
-7.6510728	-137.9556096
-7.1590718	-125.6257536
-6.3919892	-110.853056
-6.1112377	-104.3171648
-5.7536682	-98.1019744
-5.4751115	-92.155888
-5.214479	-86.6643872
-4.9768919	-81.4259776
-4.7764335	-76.5576416
-4.5772554	-71.875232
-4.3947212	-67.5290912
-3.9841107	-63.4191392
-3.8072464	-59.6125408
-3.6371494	-56.0412416
-3.5424072	-52.7061312
-3.3631652	-49.57296
-3.1689254	-46.6759776
-3.0414441	-43.99756992
-2.8901858	-41.52145728
-2.7694718	-39.31484896
-2.4841478	-31.83593728
-2.2103465	-26.34465888
-2.0462852	-22.89154304
-1.9348991	-20.53334688
-1.8988678	-18.89941856
-1.346144	-9.6181328
-1.3487046	-9.70237792
-1.3682749	-9.6181328
-1.3514481	-9.65184864
-1.3505336	-9.63499072
-1.3549232	-9.58446144
-1.358947	-9.56760352
-1.3565693	-9.51707424
-1.344315	-9.38234432
-1.3512652	-9.02859488
-1.296761	-8.32114048
-1.2609126	-6.7883152
-0.9470562	-1.53282528
-0.3687264	9.955042112
0.58193293	23.34634214
1.42448007	36.7544823
2.17499193	51.77970176
3.10889762	68.11876256
4.08256577	85.03054784
5.17360085	104.1657994
6.48781051	125.0023219
7.87386329	146.6978867
8.69437098	156.2655347
8.69241395	155.3559187
8.58519797	151.768073
8.59028259	151.7343571
8.59549524	151.6164406
8.57246813	151.5490979
8.58627708	151.4817107
8.57054768	151.3974656
8.583497	150.3531197
8.49740597	145.6030115
8.23787087	141.1897949
7.96207596	136.9786954
7.68964641	132.9865709
7.43296455	129.1123629
7.22389156	125.3560269
6.99471786	121.6839805
6.64642139	115.872624
6.30125251	110.1960864
5.98695715	104.7890086
5.59123471	99.29777472
5.15884082	91.68408864
4.77394606	84.77785696
4.36514627	78.17488992
3.91256022	71.10021248
3.40183026	62.10528896
2.86560404	53.75047712
2.3691037	46.70951552
1.91245727	37.96728288
1.31828833	31.83591949
0.96514501	27.32162205
0.57474496	23.43056502
0.26712545	20.06168541
0.05441275	17.06337757
-0.1166902	14.16614163
-0.2973954	11.28575027
-0.5739402	7.563139008
-0.9752228	1.094884096
-1.8011992	-11.60581056
-2.5172527	-27.47320544
-3.3627994	-46.72624
-4.1304307	-68.2705728
-5.0526125	-90.5385952
-6.1489151	-112.8239648
-7.2576549	-134.2330784
-8.3385939	-152.6437952
-8.8080982	-159.7356864
-8.8316923	-159.1120768
-8.8112075	-158.724656
-8.7594468	-156.5349056
-8.7784684	-156.4508384
-8.7545085	-156.3329664
-8.7594468	-156.2653568
-8.771884	-156.2150944
-8.7618245	-156.1643872
-8.7603613	-156.0972224
-8.7605442	-154.4630272
-8.65117	-151.7848864
-8.4839994	-149.3255872
-8.3810267	-146.7822208
-8.2899425	-144.3567264
-8.2127587	-141.964592
-7.8003192	-135.6479872
-7.2521679	-126.1813088
-6.8598474	-117.4392096
-6.4144859	-109.151696
-6.0587454	-101.285408
-5.7240384	-93.9915776
-5.3728704	-87.1358752
-5.0363344	-80.769008
-4.8024053	-74.839824
-4.5300672	-69.3483232
-4.3316207	-64.160176
-4.1286017	-59.4270592
-3.9546638	-55.1316256
-3.7618872	-51.0723808
-3.601301	-47.4170144
-3.0224225	-36.88922112
-2.6584515	-29.62928448
-2.4415321	-25.14868064
-2.2964924	-22.18408864
-2.1993725	-20.11221024
-2.1048132	-18.56252704
-2.0270807	-17.29920608
-1.9910494	-16.13694368
-1.9542865	-14.90729408
-1.8525941	-13.02071936
-1.5808047	-7.3609952
-0.8237816	5.019630272
0.02366726	17.75400074
0.98142311	30.26939171
1.80624724	43.94704509
2.78377458	58.8374768
3.69741495	74.5364704
4.72745288	91.75147584
5.8963302	110.7856243
7.31080564	131.4200298
8.68506137	153.1998397
9.62701466	165.2941296
9.51606752	157.9162765
9.51292164	157.8994186
9.50522155	157.8994186
9.50924535	157.8657472
9.51334231	157.8488893
9.51544566	157.8825606
9.52806576	153.9410099
9.19692531	148.5844614
8.87037565	143.4974618
8.5178359	137.753537
7.96450853	129.2807642
7.36598657	120.4711443
6.79385708	110.2128998
6.0589283	98.33762944
5.0895583	83.2618896
3.90681716	64.3961424
3.06761709	50.4489936
2.41396907	40.52763174
1.79454164	33.5203593
1.2841409	28.50072902
0.98085612	24.52544912
0.65401382	21.12288035
0.34198642	18.04035408
0.12779223	15.39578234
-0.0129859	12.86912262
-0.1633297	10.25824003
-0.3257449	7.17571376
-0.6569768	1.869730144
-1.3904058	-8.9106784
-2.1119463	-24.07066336
-2.9207301	-41.35301152
-3.6965919	-61.1453216
-4.6445626	-82.5544352
-5.5972887	-104.1992928
-6.7996733	-125.204528
-8.0636952	-145.0301536
-9.0116659	-162.5819616
-9.1678625	-164.6876448
-9.1737153	-164.2499616
-9.2018819	-163.9635104
-9.0528184	-159.718784
-9.0583054	-159.718784
-9.0672675	-159.7018816
-9.0625121	-159.6680768
-9.0711084	-159.634272
-9.0403812	-159.6680768
-9.0656214	-159.6173696
-9.0460511	-159.634272
-9.0511723	-158.5058144
-9.1707889	-151.3133984
-8.7504847	-143.4133056
-8.3632854	-136.0523104
-7.9519433	-129.1289984
-7.5993121	-122.4925824
-7.316	-116.1252704
-6.9719651	-110.0444096
-6.6438425	-104.1992928
-6.2123814	-98.6575296
-5.9854025	-93.301248
-5.7306228	-88.197168
-5.4676126	-83.413344
-5.1996641	-78.831904
-4.9944503	-74.4857632
-4.8005763	-70.4265184
-4.634686	-66.5016032
-4.4651377	-62.8297792
-4.325585	-59.342992
-4.2065171	-56.0750464
-4.0600142	-52.9925824
-3.8681521	-50.0782528
-3.7489013	-47.3832096
-3.6333085	-44.8567456
-3.2874446	-38.624208
-2.8353158	-30.58942976
-2.5968142	-25.8393216
-2.3903201	-22.65571008
-2.3142337	-20.51648896
-2.196629	-18.7309728
-2.1342601	-17.55185248
-2.0828652	-16.5412224
-2.0519551	-15.53054784
-2.0069617	-14.469344
-1.933253	-12.80174432
-1.6931053	-8.11902336
-0.9763202	3.250967584
-0.1854606	15.85058144
0.83537746	28.41650614
1.7181626	41.7909616
2.77289203	56.512952
3.75711351	71.85824064
4.66367565	88.2309728
5.85525086	106.5408534
7.25741713	126.2993142
8.63688551	147.4895862
9.58641086	161.8410138
9.76012928	163.1717219
11.31911401	182.1385277
11.42720791	182.0037533
11.33089277	177.5905366
11.34007435	177.5231494
11.336142	177.4894781
11.33828193	177.3210323
11.33219136	177.3210323
11.34102543	177.2536451
11.36922861	173.17732
10.99563707	166.9785872
10.61284566	161.1167014
10.12631337	155.5917517
9.7694206	150.285777
9.26147072	142.4025866
8.46623981	129.6008422
7.5791931	117.2201901
6.86538927	105.9344576
6.14161739	94.7497392
4.98746352	77.19788672
4.0678789	63.3686544
3.3838329	52.03234816
2.67094357	41.60567126
1.96869902	34.09307043
1.49133002	28.8376161
1.09441873	24.59282742
0.7615956	21.0218129
0.46723634	17.87190832
0.22493042	15.09258442
0.06079596	12.54908013
-0.1015095	9.803440928
-0.3184289	6.31664928
-0.7017873	0.185290336
-1.4955733	-11.87531488
-2.2030305	-26.8668096
-3.0675988	-44.45237792
-3.8588242	-63.3519744
-4.7766164	-84.1041184
-5.8277427	-105.3615552
-6.4075357	-114.1210016
-6.3641884	-113.817648
-6.3958301	-113.5988064
-7.3309978	-133.5761088
-8.552404	-153.2166976
-8.9284464	-158.37104
-8.9577104	-158.0512288
-9.2622389	-166.675456
-9.3075981	-166.4561696
-9.9140945	-179.0560192
-10.262519	-180.6564096
-10.0808993	-177.944464
-10.0915075	-177.8768544
-10.101567	-177.8261472
-10.1021157	-177.7589824
-10.0944339	-177.6749152
-10.092422	-177.5570432
-10.8037201	-175.6363968
-10.6113093	-172.2172192
-10.4298725	-168.848304
-10.258861	-165.6310656
-10.1193083	-162.480992
-9.9768292	-159.398528
-9.7802117	-156.4846432
-9.5627436	-151.3636608
-8.9664896	-139.7748416
-8.4256543	-129.1459008
-7.8959759	-119.2246368
-7.361725	-109.8086656
-6.6652418	-100.965152
-6.1256868	-92.7283456
-5.6724606	-85.1316064
-5.2982472	-78.04016
-4.9463476	-71.4878112
-4.6227975	-64.7330784
-4.1863981	-55.0137536
-3.7887735	-46.9788864
-3.3479845	-39.26431968
-2.803857	-30.95999264
-2.5516379	-26.0245808
-2.3250248	-22.79048448
-2.2317458	-20.65121888
-2.125298	-18.91627648
-2.0636607	-17.60238176
-1.9809899	-16.49064864
-1.922279	-15.41263136
-1.9109392	-14.2166976
-1.8394253	-12.04376064
-1.4492996	-5.50813632
-0.7542796	6.40087216
0.22767392	18.78150653
1.13301063	31.01054416
2.06378873	44.890328
3.26194834	59.69656352
4.13156468	75.04180768
5.19788997	92.07150944
6.503924	110.3476742
7.87291221	130.122993
8.60445734	140.2970368
9.6349891	156.1644317
11.30715235	177.1525866
11.92786008	183.0480992
11.74505153	176.1755834
11.73171812	176.1755834
11.73137061	176.141912
11.73939992	176.1082406
11.73501032	176.0577114
11.75437943	176.0071376
11.62377054	170.4821878
11.12090528	163.3401677
10.66391134	156.7540141
10.17298945	150.4710362
9.75180733	144.3733619
9.33492336	138.5789078
8.89206759	131.1336675
8.3312779	122.6104099
7.74539433	114.626161
7.17942857	106.0523741
6.68384273	97.88282144
6.05830644	89.73012672
5.5855831	81.98171072
5.12184015	73.8964032
4.29864383	62.0042304
3.70004871	52.62193056
3.11769511	44.11549085
2.50123066	35.60906448
1.99629863	29.76405888
1.52913545	25.26660157
1.1978121	21.74612077
0.93350331	18.76466195
0.72816148	16.28853597
0.45269579	14.16614163
0.38216955	12.36378979
0.26966776	10.76357286
0.18522283	9.3654864
0.08142708	8.102156544
0.03339754	6.855671264
-0.0118885	5.558652256
-0.1272984	3.857367872
-0.312759	1.33070816
-0.6553307	-3.4867872
-1.2444516	-13.08810656
-2.0332993	-27.91115552
-2.9492625	-45.2610688
-3.6722662	-63.1157856
-4.6410875	-82.8408864
-5.6527074	-103.1887072
-6.7588866	-123.149552
-8.1039332	-142.200336
-9.5612804	-160.4598208
-10.7439118	-173.985744
-10.7975015	-173.8340672
-11.0350886	-178.8371776
-12.0845688	-185.0021056
-12.1182224	-184.4799104
-12.0062876	-180.0835072
-11.9797671	-180.117312
-11.9788526	-180.0328
-11.9548927	-180.0497024
-11.9896437	-180.0497024
-11.9804987	-179.9318304
-11.8076582	-176.0914272
-11.3026713	-167.2986208
-10.7896368	-159.2468512
-10.3819527	-151.650112
-10.0891298	-144.339824
-9.6964435	-137.4841216
-9.3685038	-130.9651328
-9.0198964	-124.7161376
-8.4618685	-118.6686368
-7.9823047	-112.7563552
-7.4341534	-107.1136224
-6.8717359	-101.723536
-6.443567	-96.4677792
-5.7622645	-84.9296672
-4.9231193	-73.8625984
-4.7484498	-71.20136
-4.1033615	-56.4793696
-3.553747	-45.5306176
-3.1060078	-37.47880352
-2.6858865	-30.69048832
-2.4393373	-25.88985088
-2.2129071	-22.68942592
-2.0678674	-20.46595968
-2.0307387	-18.83203136
-1.9402032	-17.53503904
-1.8549718	-16.42330592
-1.8030282	-15.34524416
-1.7788854	-14.19983968
-1.691825	-12.2122064
-1.4019285	-6.14820352
-0.6829486	5.508118528
0.21669992	17.68662243
1.15823254	29.88196646
2.04489516	43.49224598
3.17029715	58.07949312
4.11078724	73.1889488
5.15066519	89.73012672
6.39462296	107.6525866
7.72083086	126.9394259
9.16078427	147.0853075
10.61524165	167.8881587
12.29373324	187.7477226
13.04486696	195.5298099
13.07299698	195.512952
13.99969641	203.935151
13.98071139	203.0424374
13.93200512	199.4714051
13.93644959	199.4208758
13.90179004	199.3198173
13.89855271	199.2019008
13.91878145	199.050313
13.87640352	199.0165971
13.89615672	198.8650093
13.90475302	195.3108349
13.67713397	191.5545434
13.43610835	188.000369
13.09077486	184.4461946
12.79208087	181.0941818
12.60058457	177.7589824
12.34216516	174.5248416
12.10721182	171.3918038
11.92314126	168.2755795
11.66475843	165.193071
11.44088883	162.1442339
11.20110693	159.1795974
11.03461306	156.2655347
10.8106703	153.4019568
10.59839656	150.5552813
10.41930088	147.7927619
10.21489184	145.030287
9.93938957	142.2846701
9.63959818	137.0797539
9.12235698	130.6620461
8.71101488	124.5643718
8.31852977	118.7024861
7.88213037	112.5374691
7.29659431	104.3510586
6.70202299	95.0866752
6.0463082	86.07489376
5.50717387	77.73689536
4.75726558	66.35010432
3.88433875	53.66627648
3.07659748	42.22891613
2.42935096	34.22782704
1.83845593	28.46703987
1.48099617	23.80114125
1.13864395	20.21328214
0.84871087	17.09706672
0.65849487	14.38512112
0.40594655	11.87530154
0.23021623	9.416020128
0.02123469	6.48509504
-0.2454518	1.667595232
-0.9082814	-8.37166976
-1.6364063	-22.3525344
-2.4168406	-39.12954528
-3.1894102	-56.2436256
-4.1492694	-74.2331168
-5.1085799	-93.41912
-6.3032827	-113.0766112
-7.5074963	-132.1950048
-9.2869304	-150.5216544
-10.9463821	-167.6691392
-12.1612039	-183.2166784
-12.9912041	-193.8451744
-13.1073456	-194.3002048
-13.4539411	-200.9370656
-13.4683902	-200.3472608
-13.2917088	-197.6353152
-13.2924404	-197.5174432
-13.2847586	-197.5005408
-13.2889653	-197.3657664
-13.2757965	-197.2816992
-13.2893311	-197.2140896
-13.2865876	-195.8836928
-12.7088065	-185.8948192
-12.1888218	-176.478848
-11.6459746	-167.6860416
-11.1413535	-159.3313632
-10.7034909	-151.3805632
-10.3563467	-143.8345312
-9.9846939	-136.6083104
-9.5976775	-129.6178336
-9.2137704	-123.06504
-8.6959805	-116.6474656
-7.9272518	-108.4609216
-6.8629567	-96.8552
-5.7683002	-83.3123744
-4.8135622	-69.971488
-4.2001156	-58.904864
-3.7059198	-49.7415392
-3.2691546	-42.27944096
-3.0101682	-36.41759968
-2.6028499	-30.23568032
-2.3122218	-25.68773376
-2.1428564	-22.57150944
-2.0254346	-20.39857248
-1.9489824	-18.7309728
-1.8906373	-17.41712256
-1.8452781	-16.20433088
-1.8172944	-15.00835264
-1.7181626	-13.39128224
-1.53636	-9.58446144
-0.9177922	-0.03367136
-0.1309564	11.95952442
0.84668068	24.12118374
1.66903566	36.83870518
2.80731381	51.34175168
3.77849452	66.3332464
4.79221777	82.58810656
6.06992059	100.375792
7.50654522	119.4773277
8.93859735	139.235833
10.37697782	159.1795974
12.07942931	179.1402198
13.74489842	197.5174432
13.78614237	197.4669139
13.7581038	196.9447632
13.74498987	196.5741558
13.75768313	196.2541222
14.16569645	201.6443421
14.18998557	201.0379462
14.83589692	209.2916995
14.61019832	199.2861459
14.64526025	199.2019008
14.62995152	199.2524301
14.65416748	199.1850429
14.6437056	199.1850429
14.65546607	199.1513715
14.635658	198.1912262
14.53131355	196.3720387
14.44705152	194.704439
14.0317222	188.3709318
13.53670335	181.734249
13.04766533	175.4007862
12.39152987	167.48388
11.4864858	155.9623146
10.60938885	144.2723034
9.78235163	133.2223594
8.97656739	122.8799142
8.29703902	113.127007
7.62221118	103.9299664
6.73723124	92.07150944
5.3615306	71.30237408
4.21341243	54.28953024
3.33329763	42.22891613
2.67794864	33.9077801
2.12050602	28.01224077
1.73006939	23.36318672
1.42155367	19.64057101
1.19455648	16.65911219
0.89756346	14.1156079
0.73010022	11.94267984
0.53854905	9.92135296
0.38816867	7.866336928
0.13558377	5.474429376
-0.1069965	1.650750656
-0.5704651	-6.5861536
-1.4202185	-20.76913536
-2.2273562	-37.32721568
-3.0734516	-54.4915584
-4.0665986	-72.0100064
-4.9081215	-89.8144608
-6.0662443	-107.8208544
-7.1919938	-126.1813088
-9.3836845	-144.019568
-10.3290946	-160.8472416
-11.7141963	-176.3778784
-13.2340953	-190.5607712
-13.5645956	-195.1422112
-13.9660611	-201.4592608
-15.0029212	-205.9899936
-14.7909401	-196.6247296
-14.8143513	-196.6078272
-14.7978903	-196.6247296
-14.818558	-196.5909248
-14.7878308	-196.55712
-14.798439	-196.4899552
-14.7763081	-194.8224
-14.6166364	-192.53168
-14.4878748	-190.3419296
-13.8526631	-180.2689888
-13.0905188	-168.4270784
-12.4803644	-157.6469056
-11.4559415	-147.3213184
-10.8006108	-137.652256
-9.8877569	-128.5396384
-9.0690965	-119.8308992
-8.3104273	-111.6448
-7.6170534	-103.8287744
-6.8165001	-96.3330048
-6.2736529	-89.0227168
-5.4773063	-77.3160256
-4.760887	-65.7774688
-4.1044589	-56.1591136
-3.6953116	-48.1242464
-3.3020766	-41.52145728
-2.9326186	-32.76236672
-2.5995577	-27.40586272
-2.3413029	-23.81797248
-2.2218692	-21.24080128
-2.0768295	-19.4384272
-1.9804412	-17.93927328
-1.9804412	-16.64228096
-1.8955756	-15.42948928
-1.786933	-13.72817376
-1.6345773	-9.8876816
-1.0657583	0.505332832
-0.16461	13.08810211
0.90202622	25.3845136
1.70433536	38.60736787
2.94818339	53.12722336
3.40069628	60.2019008
3.33209049	58.70274688
3.30661252	57.89418944
3.27912265	57.20359296
3.25459576	56.7825008
3.21788773	56.42875136
3.22333815	56.10871776
4.20092036	73.6942416
5.42238143	91.81881856
6.7777253	110.3140029
8.27573117	129.6513715
9.81633445	149.1066566
10.49692364	157.0740477
12.05373186	176.6303914
13.75038542	195.6477264
15.20444042	212.9469325
15.66189161	216.8042826
15.66637266	216.130544
16.85988661	228.9659597
17.3866569	231.4420723
17.34323644	227.1804435
17.35064389	227.062527
17.34091361	226.8940813
17.34054781	226.7256355
17.353552	226.6919642
17.32686689	226.5740477
17.3281289	226.4392733
17.22775338	222.059728
16.90689191	217.730712
16.54617653	213.5533283
16.18613788	209.628591
15.83674401	205.434305
15.31600942	198.3428586
14.74108156	191.402911
14.22588884	184.580969
13.74416682	178.0622026
13.25779914	171.6444502
12.72554185	165.3783302
12.21279999	159.3985725
11.75573289	153.3682854
10.96331864	144.6765821
10.30116577	136.2206672
9.7161967	128.0679725
9.1493896	120.2690272
8.49736939	111.5604659
7.58330835	98.65766304
6.16709536	79.82563168
5.07959025	64.29508384
4.15336636	51.45966816
3.27550123	40.30865226
2.43203959	32.54338278
1.97949012	26.78260006
1.59655239	22.23460902
1.29745602	18.78150653
1.12187202	15.85058144
0.8517653	13.37445546
0.65165441	11.11730451
0.5234598	8.89384272
0.27350866	6.31664928
-0.056699	2.341373824
-0.5485171	-5.82816992
-1.3657143	-19.60687296
-2.1218229	-35.9122624
-3.0740003	-53.2621312
-4.0503205	-70.2748416
-4.8232559	-87.489936
-5.9085845	-105.0248416
-7.2283909	-122.9978752
-8.7876134	-140.8361344
-10.6839206	-157.6802656
-11.7451064	-173.1770976
-12.9570018	-187.7309536
-14.2318148	-200.8525536
-15.4009116	-211.9196224
-16.0869695	-218.0169408
-16.1224521	-217.2590016
-16.7989992	-223.525344
-17.6602753	-226.8266496
-17.6251585	-223.0365088
-17.5889443	-222.9186368
-17.5891272	-222.8176672
-17.6123555	-222.7505024
-17.3519059	-217.04016
-16.9043496	-210.6390432
-16.1800656	-199.8926752
-15.5689967	-190.1395456
-14.9610371	-180.9593184
-14.3512485	-172.3350912
-13.6309883	-164.1485472
-12.9919357	-156.2484544
-12.3027685	-148.6348128
-11.6300623	-141.1897504
-10.9526007	-134.0814016
-10.3221444	-127.2764064
-9.6719349	-120.7574176
-9.0180674	-114.4746176
-8.5242374	-108.359952
-7.8283029	-102.5824448
-7.0235429	-94.4804128
-6.1511099	-84.9296672
-5.6236263	-76.2040256
-5.1330885	-68.3884448
-4.5454308	-61.397968
-4.1104946	-55.2325952
-3.8107215	-49.7246368
-3.5716712	-44.9577152
-3.348899	-40.74661568
-3.136735	-36.40074176
-2.7813603	-30.38731264
-2.472808	-25.82246368
-2.2902738	-22.70623936
-2.1818141	-20.49963104
-2.1181649	-18.79836
-2.0450049	-17.55185248
-2.0186673	-16.406448
-1.8889912	-15.36210208
-1.8688722	-14.1493104
-1.7536452	-12.29640704
-1.4456416	-7.4957696
-0.8572523	3.082526272
0.06690482	14.85676035
0.89983142	26.86682294
2.00028585	40.20758925
3.00993043	54.72748032
3.93805648	69.90427872
5.09923371	86.79920608
6.45108419	105.1090867
7.94982166	124.4295974
9.54370371	143.5985203
11.10727923	162.5484682
12.79511701	181.4647446
14.37798848	199.7914387
15.87359836	216.8042826
17.24843937	229.7744726
17.26383955	228.8649011
17.09734568	218.7751024
17.08232959	218.7245731
17.10939879	218.7245731
17.06294219	218.7582445
17.0887128	218.6235146
17.09246225	218.6235146
16.9052641	214.3955571
16.37772563	208.045192
15.77163161	202.1159635
15.34112159	196.422568
14.60485764	187.3603018
13.90546633	177.9274282
13.24896507	168.8314461
12.46028198	158.825848
11.57067467	148.8708237
10.68200015	137.9219827
9.76985956	126.5520051
8.29948988	106.860887
6.83572289	87.0687104
5.3298889	66.73752512
4.19038532	50.81955648
3.34094285	39.48327693
2.70057337	31.63378902
2.2123584	25.92353558
1.76599095	21.4092337
1.4820387	17.80453446
1.2334776	14.92413866
1.04940704	12.46485725
0.82136732	10.12348342
0.62390848	7.73158032
